[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Simulate] Step 4758: Queue length 0, Waiting time 0.0
[Simulate] Step 4759: Queue length 0, Waiting time 0.0
[Simulate] Step 4760: Queue length 0, Waiting time 0.0
[Simulate] Step 4761: Queue length 0, Waiting time 0.0
[Simulate] Step 4762: Queue length 0, Waiting time 0.0
[Simulate] Step 4763: Queue length 0, Waiting time 0.0
[Simulate] Step 4764: Queue length 0, Waiting time 0.0
[Simulate] Step 4765: Queue length 0, Waiting time 0.0
[Simulate] Step 4766: Queue length 0, Waiting time 0.0
[Simulate] Step 4767: Queue length 0, Waiting time 0.0
[Simulate] Step 4768: Queue length 0, Waiting time 0.0
[Simulate] Step 4769: Queue length 0, Waiting time 0.0
[Simulate] Step 4770: Queue length 0, Waiting time 0.0
[Simulate] Step 4771: Queue length 0, Waiting time 0.0
[Simulate] Step 4772: Queue length 0, Waiting time 0.0
[Simulate] Step 4773: Queue length 0, Waiting time 0.0
[Simulate] Step 4774: Queue length 0, Waiting time 0.0
[Simulate] Step 4775: Queue length 0, Waiting time 0.0
[Simulate] Step 4776: Queue length 0, Waiting time 0.0
[Simulate] Step 4777: Queue length 0, Waiting time 0.0
[Simulate] Step 4778: Queue length 0, Waiting time 0.0
[Simulate] Step 4779: Queue length 0, Waiting time 0.0
[Simulate] Step 4780: Queue length 0, Waiting time 0.0
[Simulate] Step 4781: Queue length 0, Waiting time 0.0
[Simulate] Step 4782: Queue length 0, Waiting time 0.0
[Simulate] Step 4783: Queue length 0, Waiting time 0.0
[Simulate] Step 4784: Queue length 0, Waiting time 0.0
[Simulate] Step 4785: Queue length 0, Waiting time 0.0
[Simulate] Step 4786: Queue length 0, Waiting time 0.0
[Simulate] Step 4787: Queue length 0, Waiting time 0.0
[Simulate] Step 4788: Queue length 0, Waiting time 0.0
[Step 4788] Agent 0 Action: 3, Reward: 0.0000
[Step 4788] Adaptive green duration: 40
[Simulate] Step 4789: Queue length 0, Waiting time 0.0
[Simulate] Step 4790: Queue length 0, Waiting time 0.0
[Simulate] Step 4791: Queue length 0, Waiting time 0.0
[Simulate] Step 4792: Queue length 0, Waiting time 0.0
[Simulate] Step 4793: Queue length 0, Waiting time 0.0
[Simulate] Step 4794: Queue length 0, Waiting time 0.0
[Simulate] Step 4795: Queue length 0, Waiting time 0.0
[Simulate] Step 4796: Queue length 0, Waiting time 0.0
[Simulate] Step 4797: Queue length 0, Waiting time 0.0
[Simulate] Step 4798: Queue length 0, Waiting time 0.0
[Simulate] Step 4799: Queue length 0, Waiting time 0.0
[Simulate] Step 4800: Queue length 0, Waiting time 0.0
[Simulate] Step 4801: Queue length 0, Waiting time 0.0
[Simulate] Step 4802: Queue length 0, Waiting time 0.0
[Simulate] Step 4803: Queue length 0, Waiting time 0.0
[Simulate] Step 4804: Queue length 0, Waiting time 0.0
[Simulate] Step 4805: Queue length 0, Waiting time 0.0
[Simulate] Step 4806: Queue length 0, Waiting time 0.0
[Simulate] Step 4807: Queue length 0, Waiting time 0.0
[Simulate] Step 4808: Queue length 0, Waiting time 0.0
[Simulate] Step 4809: Queue length 0, Waiting time 0.0
[Simulate] Step 4810: Queue length 0, Waiting time 0.0
[Simulate] Step 4811: Queue length 0, Waiting time 0.0
[Simulate] Step 4812: Queue length 0, Waiting time 0.0
[Simulate] Step 4813: Queue length 0, Waiting time 0.0
[Simulate] Step 4814: Queue length 0, Waiting time 0.0
[Simulate] Step 4815: Queue length 0, Waiting time 0.0
[Simulate] Step 4816: Queue length 0, Waiting time 0.0
[Simulate] Step 4817: Queue length 0, Waiting time 0.0
[Simulate] Step 4818: Queue length 0, Waiting time 0.0
[Simulate] Step 4819: Queue length 0, Waiting time 0.0
[Simulate] Step 4820: Queue length 0, Waiting time 0.0
[Simulate] Step 4821: Queue length 0, Waiting time 0.0
[Simulate] Step 4822: Queue length 0, Waiting time 0.0
[Simulate] Step 4823: Queue length 0, Waiting time 0.0
[Simulate] Step 4824: Queue length 0, Waiting time 0.0
[Simulate] Step 4825: Queue length 0, Waiting time 0.0
[Simulate] Step 4826: Queue length 0, Waiting time 0.0
[Simulate] Step 4827: Queue length 0, Waiting time 0.0
[Simulate] Step 4828: Queue length 0, Waiting time 0.0
[Step 4828] Agent 0 Action: 3, Reward: 0.0000
[Step 4828] Adaptive green duration: 40
[Simulate] Step 4829: Queue length 0, Waiting time 0.0
[Simulate] Step 4830: Queue length 0, Waiting time 0.0
[Simulate] Step 4831: Queue length 0, Waiting time 0.0
[Simulate] Step 4832: Queue length 0, Waiting time 0.0
[Simulate] Step 4833: Queue length 0, Waiting time 0.0
[Simulate] Step 4834: Queue length 0, Waiting time 0.0
[Simulate] Step 4835: Queue length 0, Waiting time 0.0
[Simulate] Step 4836: Queue length 0, Waiting time 0.0
[Simulate] Step 4837: Queue length 0, Waiting time 0.0
[Simulate] Step 4838: Queue length 0, Waiting time 0.0
[Simulate] Step 4839: Queue length 0, Waiting time 0.0
[Simulate] Step 4840: Queue length 0, Waiting time 0.0
[Simulate] Step 4841: Queue length 0, Waiting time 0.0
[Simulate] Step 4842: Queue length 0, Waiting time 0.0
[Simulate] Step 4843: Queue length 0, Waiting time 0.0
[Simulate] Step 4844: Queue length 0, Waiting time 0.0
[Simulate] Step 4845: Queue length 0, Waiting time 0.0
[Simulate] Step 4846: Queue length 0, Waiting time 0.0
[Simulate] Step 4847: Queue length 0, Waiting time 0.0
[Simulate] Step 4848: Queue length 0, Waiting time 0.0
[Simulate] Step 4849: Queue length 0, Waiting time 0.0
[Simulate] Step 4850: Queue length 0, Waiting time 0.0
[Simulate] Step 4851: Queue length 0, Waiting time 0.0
[Simulate] Step 4852: Queue length 0, Waiting time 0.0
[Simulate] Step 4853: Queue length 0, Waiting time 0.0
[Simulate] Step 4854: Queue length 0, Waiting time 0.0
[Simulate] Step 4855: Queue length 0, Waiting time 0.0
[Simulate] Step 4856: Queue length 0, Waiting time 0.0
[Simulate] Step 4857: Queue length 0, Waiting time 0.0
[Simulate] Step 4858: Queue length 0, Waiting time 0.0
[Simulate] Step 4859: Queue length 0, Waiting time 0.0
[Simulate] Step 4860: Queue length 0, Waiting time 0.0
[Simulate] Step 4861: Queue length 0, Waiting time 0.0
[Simulate] Step 4862: Queue length 0, Waiting time 0.0
[Simulate] Step 4863: Queue length 0, Waiting time 0.0
[Simulate] Step 4864: Queue length 0, Waiting time 0.0
[Simulate] Step 4865: Queue length 0, Waiting time 0.0
[Simulate] Step 4866: Queue length 0, Waiting time 0.0
[Simulate] Step 4867: Queue length 0, Waiting time 0.0
[Simulate] Step 4868: Queue length 0, Waiting time 0.0
[Step 4868] Agent 0 Action: 3, Reward: 0.0000
[Step 4868] Adaptive green duration: 40
[Simulate] Step 4869: Queue length 0, Waiting time 0.0
[Simulate] Step 4870: Queue length 0, Waiting time 0.0
[Simulate] Step 4871: Queue length 0, Waiting time 0.0
[Simulate] Step 4872: Queue length 0, Waiting time 0.0
[Simulate] Step 4873: Queue length 0, Waiting time 0.0
[Simulate] Step 4874: Queue length 0, Waiting time 0.0
[Simulate] Step 4875: Queue length 0, Waiting time 0.0
[Simulate] Step 4876: Queue length 0, Waiting time 0.0
[Simulate] Step 4877: Queue length 0, Waiting time 0.0
[Simulate] Step 4878: Queue length 0, Waiting time 0.0
[Simulate] Step 4879: Queue length 0, Waiting time 0.0
[Simulate] Step 4880: Queue length 0, Waiting time 0.0
[Simulate] Step 4881: Queue length 0, Waiting time 0.0
[Simulate] Step 4882: Queue length 0, Waiting time 0.0
[Simulate] Step 4883: Queue length 0, Waiting time 0.0
[Simulate] Step 4884: Queue length 0, Waiting time 0.0
[Simulate] Step 4885: Queue length 0, Waiting time 0.0
[Simulate] Step 4886: Queue length 0, Waiting time 0.0
[Simulate] Step 4887: Queue length 0, Waiting time 0.0
[Simulate] Step 4888: Queue length 0, Waiting time 0.0
[Simulate] Step 4889: Queue length 0, Waiting time 0.0
[Simulate] Step 4890: Queue length 0, Waiting time 0.0
[Simulate] Step 4891: Queue length 0, Waiting time 0.0
[Simulate] Step 4892: Queue length 0, Waiting time 0.0
[Simulate] Step 4893: Queue length 0, Waiting time 0.0
[Simulate] Step 4894: Queue length 0, Waiting time 0.0
[Simulate] Step 4895: Queue length 0, Waiting time 0.0
[Simulate] Step 4896: Queue length 0, Waiting time 0.0
[Simulate] Step 4897: Queue length 0, Waiting time 0.0
[Simulate] Step 4898: Queue length 0, Waiting time 0.0
[Simulate] Step 4899: Queue length 0, Waiting time 0.0
[Simulate] Step 4900: Queue length 0, Waiting time 0.0
[Simulate] Step 4901: Queue length 0, Waiting time 0.0
[Simulate] Step 4902: Queue length 0, Waiting time 0.0
[Simulate] Step 4903: Queue length 0, Waiting time 0.0
[Simulate] Step 4904: Queue length 0, Waiting time 0.0
[Simulate] Step 4905: Queue length 0, Waiting time 0.0
[Simulate] Step 4906: Queue length 0, Waiting time 0.0
[Simulate] Step 4907: Queue length 0, Waiting time 0.0
[Simulate] Step 4908: Queue length 0, Waiting time 0.0
[Step 4908] Agent 0 Action: 1, Reward: 0.0000
[SetYellow] TL TL: Set yellow phase 7 out of 8 phases.
[Simulate] Step 4909: Queue length 0, Waiting time 0.0
[Simulate] Step 4910: Queue length 0, Waiting time 0.0
[Simulate] Step 4911: Queue length 0, Waiting time 0.0
[Simulate] Step 4912: Queue length 0, Waiting time 0.0
[Step 4912] Adaptive green duration: 40
[Simulate] Step 4913: Queue length 0, Waiting time 0.0
[Simulate] Step 4914: Queue length 0, Waiting time 0.0
[Simulate] Step 4915: Queue length 0, Waiting time 0.0
[Simulate] Step 4916: Queue length 0, Waiting time 0.0
[Simulate] Step 4917: Queue length 0, Waiting time 0.0
[Simulate] Step 4918: Queue length 0, Waiting time 0.0
[Simulate] Step 4919: Queue length 0, Waiting time 0.0
[Simulate] Step 4920: Queue length 0, Waiting time 0.0
[Simulate] Step 4921: Queue length 0, Waiting time 0.0
[Simulate] Step 4922: Queue length 0, Waiting time 0.0
[Simulate] Step 4923: Queue length 0, Waiting time 0.0
[Simulate] Step 4924: Queue length 0, Waiting time 0.0
[Simulate] Step 4925: Queue length 0, Waiting time 0.0
[Simulate] Step 4926: Queue length 0, Waiting time 0.0
[Simulate] Step 4927: Queue length 0, Waiting time 0.0
[Simulate] Step 4928: Queue length 0, Waiting time 0.0
[Simulate] Step 4929: Queue length 0, Waiting time 0.0
[Simulate] Step 4930: Queue length 0, Waiting time 0.0
[Simulate] Step 4931: Queue length 0, Waiting time 0.0
[Simulate] Step 4932: Queue length 0, Waiting time 0.0
[Simulate] Step 4933: Queue length 0, Waiting time 0.0
[Simulate] Step 4934: Queue length 0, Waiting time 0.0
[Simulate] Step 4935: Queue length 0, Waiting time 0.0
[Simulate] Step 4936: Queue length 0, Waiting time 0.0
[Simulate] Step 4937: Queue length 0, Waiting time 0.0
[Simulate] Step 4938: Queue length 0, Waiting time 0.0
[Simulate] Step 4939: Queue length 0, Waiting time 0.0
[Simulate] Step 4940: Queue length 0, Waiting time 0.0
[Simulate] Step 4941: Queue length 0, Waiting time 0.0
[Simulate] Step 4942: Queue length 0, Waiting time 0.0
[Simulate] Step 4943: Queue length 0, Waiting time 0.0
[Simulate] Step 4944: Queue length 0, Waiting time 0.0
[Simulate] Step 4945: Queue length 0, Waiting time 0.0
[Simulate] Step 4946: Queue length 0, Waiting time 0.0
[Simulate] Step 4947: Queue length 0, Waiting time 0.0
[Simulate] Step 4948: Queue length 0, Waiting time 0.0
[Simulate] Step 4949: Queue length 0, Waiting time 0.0
[Simulate] Step 4950: Queue length 0, Waiting time 0.0
[Simulate] Step 4951: Queue length 0, Waiting time 0.0
[Simulate] Step 4952: Queue length 0, Waiting time 0.0
[Step 4952] Agent 0 Action: 1, Reward: -0.1000
[Step 4952] Adaptive green duration: 40
[Simulate] Step 4953: Queue length 0, Waiting time 0.0
[Simulate] Step 4954: Queue length 0, Waiting time 0.0
[Simulate] Step 4955: Queue length 0, Waiting time 0.0
[Simulate] Step 4956: Queue length 0, Waiting time 0.0
[Simulate] Step 4957: Queue length 0, Waiting time 0.0
[Simulate] Step 4958: Queue length 0, Waiting time 0.0
[Simulate] Step 4959: Queue length 0, Waiting time 0.0
[Simulate] Step 4960: Queue length 0, Waiting time 0.0
[Simulate] Step 4961: Queue length 0, Waiting time 0.0
[Simulate] Step 4962: Queue length 0, Waiting time 0.0
[Simulate] Step 4963: Queue length 0, Waiting time 0.0
[Simulate] Step 4964: Queue length 0, Waiting time 0.0
[Simulate] Step 4965: Queue length 0, Waiting time 0.0
[Simulate] Step 4966: Queue length 0, Waiting time 0.0
[Simulate] Step 4967: Queue length 0, Waiting time 0.0
[Simulate] Step 4968: Queue length 0, Waiting time 0.0
[Simulate] Step 4969: Queue length 0, Waiting time 0.0
[Simulate] Step 4970: Queue length 0, Waiting time 0.0
[Simulate] Step 4971: Queue length 0, Waiting time 0.0
[Simulate] Step 4972: Queue length 0, Waiting time 0.0
[Simulate] Step 4973: Queue length 0, Waiting time 0.0
[Simulate] Step 4974: Queue length 0, Waiting time 0.0
[Simulate] Step 4975: Queue length 0, Waiting time 0.0
[Simulate] Step 4976: Queue length 0, Waiting time 0.0
[Simulate] Step 4977: Queue length 0, Waiting time 0.0
[Simulate] Step 4978: Queue length 0, Waiting time 0.0
[Simulate] Step 4979: Queue length 0, Waiting time 0.0
[Simulate] Step 4980: Queue length 0, Waiting time 0.0
[Simulate] Step 4981: Queue length 0, Waiting time 0.0
[Simulate] Step 4982: Queue length 0, Waiting time 0.0
[Simulate] Step 4983: Queue length 0, Waiting time 0.0
[Simulate] Step 4984: Queue length 0, Waiting time 0.0
[Simulate] Step 4985: Queue length 0, Waiting time 0.0
[Simulate] Step 4986: Queue length 0, Waiting time 0.0
[Simulate] Step 4987: Queue length 0, Waiting time 0.0
[Simulate] Step 4988: Queue length 0, Waiting time 0.0
[Simulate] Step 4989: Queue length 0, Waiting time 0.0
[Simulate] Step 4990: Queue length 0, Waiting time 0.0
[Simulate] Step 4991: Queue length 0, Waiting time 0.0
[Simulate] Step 4992: Queue length 0, Waiting time 0.0
[Step 4992] Agent 0 Action: 3, Reward: -0.1000
[SetYellow] TL TL: Set yellow phase 3 out of 8 phases.
[Simulate] Step 4993: Queue length 0, Waiting time 0.0
[Simulate] Step 4994: Queue length 0, Waiting time 0.0
[Simulate] Step 4995: Queue length 0, Waiting time 0.0
[Simulate] Step 4996: Queue length 0, Waiting time 0.0
[Step 4996] Adaptive green duration: 40
[Simulate] Step 4997: Queue length 0, Waiting time 0.0
[Simulate] Step 4998: Queue length 0, Waiting time 0.0
[Simulate] Step 4999: Queue length 0, Waiting time 0.0
[Simulate] Step 5000: Queue length 0, Waiting time 0.0
[Simulate] Step 5001: Queue length 0, Waiting time 0.0
[Simulate] Step 5002: Queue length 0, Waiting time 0.0
[Simulate] Step 5003: Queue length 0, Waiting time 0.0
[Simulate] Step 5004: Queue length 0, Waiting time 0.0
[Simulate] Step 5005: Queue length 0, Waiting time 0.0
[Simulate] Step 5006: Queue length 0, Waiting time 0.0
[Simulate] Step 5007: Queue length 0, Waiting time 0.0
[Simulate] Step 5008: Queue length 0, Waiting time 0.0
[Simulate] Step 5009: Queue length 0, Waiting time 0.0
[Simulate] Step 5010: Queue length 0, Waiting time 0.0
[Simulate] Step 5011: Queue length 0, Waiting time 0.0
[Simulate] Step 5012: Queue length 0, Waiting time 0.0
[Simulate] Step 5013: Queue length 0, Waiting time 0.0
[Simulate] Step 5014: Queue length 0, Waiting time 0.0
[Simulate] Step 5015: Queue length 0, Waiting time 0.0
[Simulate] Step 5016: Queue length 0, Waiting time 0.0
[Simulate] Step 5017: Queue length 0, Waiting time 0.0
[Simulate] Step 5018: Queue length 0, Waiting time 0.0
[Simulate] Step 5019: Queue length 0, Waiting time 0.0
[Simulate] Step 5020: Queue length 0, Waiting time 0.0
[Simulate] Step 5021: Queue length 0, Waiting time 0.0
[Simulate] Step 5022: Queue length 0, Waiting time 0.0
[Simulate] Step 5023: Queue length 0, Waiting time 0.0
[Simulate] Step 5024: Queue length 0, Waiting time 0.0
[Simulate] Step 5025: Queue length 0, Waiting time 0.0
[Simulate] Step 5026: Queue length 0, Waiting time 0.0
[Simulate] Step 5027: Queue length 0, Waiting time 0.0
[Simulate] Step 5028: Queue length 0, Waiting time 0.0
[Simulate] Step 5029: Queue length 0, Waiting time 0.0
[Simulate] Step 5030: Queue length 0, Waiting time 0.0
[Simulate] Step 5031: Queue length 0, Waiting time 0.0
[Simulate] Step 5032: Queue length 0, Waiting time 0.0
[Simulate] Step 5033: Queue length 0, Waiting time 0.0
[Simulate] Step 5034: Queue length 0, Waiting time 0.0
[Simulate] Step 5035: Queue length 0, Waiting time 0.0
[Simulate] Step 5036: Queue length 0, Waiting time 0.0
[Step 5036] Agent 0 Action: 3, Reward: 0.0000
[Step 5036] Adaptive green duration: 40
[Simulate] Step 5037: Queue length 0, Waiting time 0.0
[Simulate] Step 5038: Queue length 0, Waiting time 0.0
[Simulate] Step 5039: Queue length 0, Waiting time 0.0
[Simulate] Step 5040: Queue length 0, Waiting time 0.0
[Simulate] Step 5041: Queue length 0, Waiting time 0.0
[Simulate] Step 5042: Queue length 0, Waiting time 0.0
[Simulate] Step 5043: Queue length 0, Waiting time 0.0
[Simulate] Step 5044: Queue length 0, Waiting time 0.0
[Simulate] Step 5045: Queue length 0, Waiting time 0.0
[Simulate] Step 5046: Queue length 0, Waiting time 0.0
[Simulate] Step 5047: Queue length 0, Waiting time 0.0
[Simulate] Step 5048: Queue length 0, Waiting time 0.0
[Simulate] Step 5049: Queue length 0, Waiting time 0.0
[Simulate] Step 5050: Queue length 0, Waiting time 0.0
[Simulate] Step 5051: Queue length 0, Waiting time 0.0
[Simulate] Step 5052: Queue length 0, Waiting time 0.0
[Simulate] Step 5053: Queue length 0, Waiting time 0.0
[Simulate] Step 5054: Queue length 0, Waiting time 0.0
[Simulate] Step 5055: Queue length 0, Waiting time 0.0
[Simulate] Step 5056: Queue length 0, Waiting time 0.0
[Simulate] Step 5057: Queue length 0, Waiting time 0.0
[Simulate] Step 5058: Queue length 0, Waiting time 0.0
[Simulate] Step 5059: Queue length 0, Waiting time 0.0
[Simulate] Step 5060: Queue length 0, Waiting time 0.0
[Simulate] Step 5061: Queue length 0, Waiting time 0.0
[Simulate] Step 5062: Queue length 0, Waiting time 0.0
[Simulate] Step 5063: Queue length 0, Waiting time 0.0
[Simulate] Step 5064: Queue length 0, Waiting time 0.0
[Simulate] Step 5065: Queue length 0, Waiting time 0.0
[Simulate] Step 5066: Queue length 0, Waiting time 0.0
[Simulate] Step 5067: Queue length 0, Waiting time 0.0
[Simulate] Step 5068: Queue length 0, Waiting time 0.0
[Simulate] Step 5069: Queue length 0, Waiting time 0.0
[Simulate] Step 5070: Queue length 0, Waiting time 0.0
[Simulate] Step 5071: Queue length 0, Waiting time 0.0
[Simulate] Step 5072: Queue length 0, Waiting time 0.0
[Simulate] Step 5073: Queue length 0, Waiting time 0.0
[Simulate] Step 5074: Queue length 0, Waiting time 0.0
[Simulate] Step 5075: Queue length 0, Waiting time 0.0
[Simulate] Step 5076: Queue length 0, Waiting time 0.0
[Step 5076] Agent 0 Action: 3, Reward: 0.0000
[Step 5076] Adaptive green duration: 40
[Simulate] Step 5077: Queue length 0, Waiting time 0.0
[Simulate] Step 5078: Queue length 0, Waiting time 0.0
[Simulate] Step 5079: Queue length 0, Waiting time 0.0
[Simulate] Step 5080: Queue length 0, Waiting time 0.0
[Simulate] Step 5081: Queue length 0, Waiting time 0.0
